_id,info/city,info/homeSize,info/homeType,info/block,info/parking,flatmatePreferences/gender,flatmatePreferences/pets,flatmatePreferences/smoking,flatmatePreferences/agemin,flatmatePreferences/agemax,description/bills,description/features,description/homeDescription,occupants/interests,occupants/about,occupants/gender,occupants/age,occupants/compatiblePeople,occupants/pets,occupants/smoking,bedroomInfo/dateAvailable,bedroomInfo/bedroomSize,bedroomInfo/features,bedroomInfo/rent,bedroomInfo/bedroomFurniture,bedroomInfo/otherInformation,bedroomInfo/bond,bedroomInfo/overnight,bedroomInfo/bills,occupants/petDescription
913081,Melbourne,3 bedrooms,House,Richmond,Uncovered off-street,Males (gay/bi),Without a cat or dog,Non-smokers && Outdoors okay,18,35,"Bills split equally including electricity, gas, internet and water. Roughly $100 pp monthly. Mostly do our own thing in terms of food but occasionally share cooking or spilt a takeaway.","Living area heating && Broadband Internet && Clothes washer && Storage room && Courtyard, garden or yard","Description of the home Two single young professionals (28 & 34) hoping to find someone similar for the third room in our house. Were both gay, enjoy a meal and/or drink together, either at home or out, catching up in the evenings, and we also have our own things going on. We'd ideally like to find someone similar whos sociable, easygoing, clean and tidy, respectful of the house and each others work routines. Were in a great location close to the intersection of Swan St and Church St. East Richmond station is only a 5 minute walk away, and Richmond station about 10 minutes. Trams 78 & 70 are within a few minutes walk of the front door.Please feel free to get in contact with any and all questions. Thanks for looking!","Bars, pubs or clubs && Business && Cars or motorbikes && Cooking and food && Creative interests && Current affairs && Health and fitness && Shopping && Socialising && Sports && Travel","Both gay males, 28 & 34, one landscape architect and one flight attendant, both enjoy socialising, eating out, health/fitness, travel, a few drinks out or a quiet night in, sometimes sharing meals, and catching up in the evenings over a game of cards.","Male, gay/bi",25 to 30 years && 31 to 35 years,We're looking to find someone of a similar age and with similar interests if possible. Gay preferred. No couples or pets sorry,No cat or dog,Non-smoker,1 November 2019 for 3 months to plus,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe,277,Without a bed,,Discuss,no,excludes,
913105,Melbourne,2 bedrooms,Apartment,St Kilda,No off-street parking,Any gender/sexuality,Without a cat or dog,Non-smokers && Outdoors okay,18,-1,Water bill is included (free long hot showers!) in the rent and we share internet costs with the neighbour who has unlimited high speed internet ($50 per month for the whole flat). Gas and power seperate.,"Broadband Internet && Dishwasher && Study or office && Balcony, patio or deck && City views && Water views",Description of the home Super large 2 bedroom apartment with lots of privacy. Cosy fireplace in the lounge and tidy functional kitchen and bathroom.,Business && Cars or motorbikes && Creative interests,"The other bedroom in this two bedroom apartment is soon also going to be up for rent as my flatmate is also moving out. So if you have a friend who'd also like a spacious resting pad in St. Kilda let us know. Until then, you’ll be sharing this character apartment full of lots of private space with a super chilled creative professional. He’s  good for a banter and will give you space to enjoy the St Kilda lifestyle.","Male, straight",25 to 30 years,"Come one come all, you'll be taking over the lease so ultimately the only critical thing for the agent is you pay your rent on time and keep the stairwell clean.",No cat or dog,Non-smoker,15 November 2019 for 6 months to plus,Large bedroom (queen bed size),Shared bathroom && Wardrobe or rack && Desk available && Good view or outlook,270,With or without a bed,"This space is dedicated to all the St Kilda lifestyle lovers. Super large room (and enclosed patio) available from 15th November 2019. This is a lease takeover, and the lease expires 29 April 2020- so a perfect 6 months stop for those on working holiday visas and want to see more of Australia. Option to stay longer too-- just negotiate with the agent. It's unfurnished but for a small price, can comes with everything you need for a short term stay; double bed, desk, wardrobe, working fireplace, and one spectacular view (actual view in photo). Apartment has a cozy lounge room with second fireplace, a full kitchen, decent bathroom, and a communal rooftop. This place is the perfect pad for working holiday makers (so much space compared to a hostel!) and its opposite the beach - just in time for summer.",1 month,yes,excludes,
913189,Sydney,2 bedrooms,Apartment,Lane Cove North,Uncovered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,18,35,"The rent is $300/week, which includes all bills and unlimited internet.","Broadband Internet && Clothes washer && Storage room && Balcony, patio or deck","Description of the home *Available now!*We're in a two-bedroom apartment on Howarth Road in Lane Cove North, just off Pacific Highway, in a way that's convenient to get onto major roads to get around Sydney, but facing away from the roads so we don't hear the traffic. There's a lot of trees around and it's quite leafy - we get way more bird noise than anything!The apartment has recently been totally renovated, so everything is clean and new. New carpets, new lighting, new furnishings.The kitchen has been fitted with a new electric stove and oven, and all the cupboards are new. There's lots of storage space for your pantry items and any kitchenware you might have. We've also got most of the essentials too. The fridge is brand new and also quite large, so space isn't an issue!The bathroom has a sleek spacious shower, and with an adjoining laundry. The toilet, however, is separate - so no awkward holding on whilst waiting for someone to finish up in the shower!The bedroom on offer is mid-sized, and includes a built-in wardrobe with full-length mirrors, and furnished with a queen-sized bed, two bedside shelves, and a fan.The living room is large, with lots of space to roll around on the floor and stretch. We've also got a sofa-bed which we use occasionally when we have visiting guests.If you have a car, there's plenty of on-street parking directly in front of the apartment. It's also really easy to get to the city as the entry to the M1 is just in front, and you can get to the city in about 13 minutes! Otherwise, it's pretty easy to get on any major roads to head north (Pacific Highway) or west (M2 or Epping Road).If you don't drive, you can walk to Lane Cove Interchange in 10 minutes and take one of many buses that gets to the city in around 10 minutes. Otherwise, you could also walk to Artarmon Station, which takes about 15 minutes (or 5 minutes on a bike).There are lots of supermarkets and shops in Lane Cove, about 5 minutes drive away, or a plethora of shopping centres in Chatswood, also about 5 minutes away, including Chatswood Westfield, Chatswood Chase, The Mix....and loads of awesome restaurants.",Health and fitness && Sports && Travel,"I'm Bobbie, 29, originally from Sydney but only moved back in 2018 after spending a couple of years living in the UK. I work full-time in the healthcare industry, but outside of that spend most of my time rock climbing, training, or doing partner acrobatics.","Female, straight",25 to 30 years,"I am happy to have a new housemate of any gender, as long as we all think we'll get along! It is a fairly quiet household, but I do enjoy good conversation, and if you're into sports or activities like rock climbing and partnered acrobatics, or anything along those lines, we will probably get along! I should also mention that I like to keep things clean and tidy, especially in the kitchen, so I'd expect my new housemate to do the same :)",No cat or dog,Non-smoker,16 November 2019 for 1 month to plus,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe,300,With a bed,Large mirrored built-in wardrobes.,2 weeks,yes,includes,
913248,Brisbane,3 bedrooms,House,Gordon Park,Covered off-street,Any gender/sexuality,Pets okay,Non-smokers && Outdoors okay,25,40,Usual shared bills.,"Ceiling fans && Air-conditioning && Dishwasher && Clothes washer && Storage room && Balcony, patio or deck && Courtyard, garden or yard && BBQ facilities && Neighbourhood views","Description of the home Beautiful Queenslander in a beautiful suburb. Just been painted on the outside last month. Very large garden and a balcony that is perfect for summer afternoons and your pet if you have one.Polished floors, fresh white paint throughout. Very nicely furnished, Close to Lutwyche shops, puplic transport to the city, airport link tunnel and Kedron Brook. 3 bedroom home however I feel the space is perfect for 2 people. Bright, breezy and welcoming. 2 balcony's the back balcony is the my favourite part of the house. Plenty of storage under the house.","Art and culture && Bars, pubs or clubs && Cooking and food && Health and fitness && Socialising && Sports && Travel","Hi my names Tim, I'm 36 and work in the city in a full time sales role. I try and head to the gym 5 times a week mostly after work but sometimes I'll do morning sessions. I prep meals a couple of times a week at the moment. I head up the coast as often as possible. Always keen for beer and a chat but also very respectful of personal space. I lead a busy lifestyle during the week and like to the most of my down time.","Male, straight",36 to 40 years,"I'm easy going and respectful of my housemate, I like to keep the place clean and tidy so I'm looking for someone similar",No cat or dog,Non-smoker && Outdoor smoker,27 October 2019 for 6 months to plus,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe,230,Without a bed,,Discuss,yes,excludes,
913588,Melbourne,2 bedrooms,Apartment,St Kilda,Covered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,25,40,"Bills are divided equally and include: Electricity, Water, Internet. Optional bills to share are use of the Netflix and Stan subscriptions.","Air-conditioning && Living area heating && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Study or office && Storage room && Balcony, patio or deck && City views && Neighbourhood views","Description of the home Spacious two-bedroom apartment in Saint Kilda. It features a big living room with comfy recliner couches and a big-screen TV with Apple TV, private balcony, separate dining area and a large office space. Common areas are fully-furnished with some room for minor additions. The apartment is two floors, with common areas on the first and bedrooms/bathrooms on the second. The first floor has lovely polished concrete floors and the stairs and second floor are hardwood.The building is in a great location - just a 5 minute walk to Chapel Street, and right around the corner from Saint Kilda Junction (lots of trams). Fitzroy Street is a hop away featuring lots of restaurants, Albert Park and a Woolworths.","Art and culture && Bars, pubs or clubs && Cooking and food && Creative interests && Movie goer && Music && Shopping && Television && Travel","Hello! We are Justin and Doug, a friendly couple just living our best lives. We both work full-time, Justin at a visual effects company and Doug at a marketing firm as a graphic designer. Justin likes to write and perform comedy in his free time, and will never turn down a glass of wine. Doug enjoys illustration and getting involved in new hobbies from time to time. Together, they love to spend weekends away, catching up with friends, and trying to have as many new experiences as possible. We also enjoy just relaxing at home with a movie or TV.We are both easy-going people, and around the house we try to keep everything neat and clean. We look forward to hearing from you!","Male, gay/bi",25 to 30 years && 36 to 40 years,"We are looking for a friendly, easy-going, respectful, tidy and considerate housemate. We're both independent professionals and looking for someone who is the same. We think it's great to have a friendship within the home but also respect each others' space and privacy.",No cat or dog,Non-smoker,1 November 2019 for 6 months to plus,Large bedroom (queen bed size),Own bathroom && Wardrobe or rack && Built-in wardrobe && Air-conditioner && Own outdoor area && Good view or outlook,325,Without a bed,,Discuss,yes,excludes,
913597,Melbourne,4+ bedrooms,House,Upwey,Covered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,25,-1,All bills included.,"Air-conditioning && Living area heating && Cable or satellite TV && Broadband Internet && Dishwasher && Clothes washer && Study or office && Storage room && Balcony, patio or deck && Courtyard, garden or yard && BBQ facilities && Neighbourhood views && Electronic security","Description of the home The room / rooms are in this large 2 storey 4 bedroomed house. This an unfurnished bedroom with fitted wardrobe, wifi unlimited internet inc. The rooms have access to the up stairs balcony to the side overlooking the Dandenong's. The second room which can be used as a study /Sitting room or as it is now the bedroom. Housemate will have full access to rest of house and it comes with 2 bathrooms (one upstairs with shower, one down with shower and bath). laundry room, kitchen, dining room, balcony downstairs as well as up stairs, courtyard, large garden. Off road parking under carport. Walking distance to Upwey station and village amenities.",Animals and pets && Art and culture && Community work && Computers or Internet && Cooking and food && Creative interests && Current affairs && Health and fitness && Movie goer && Music && Personal development && Reading && Television && Travel,"Im a 51 year old male. Love music, DIY, crafts and photography. Looking for mature minded person who would like to relax in this quite household.  Have 2 friendly cats and two small  dogs ( Cocker spaniel and terrier) Am open to sharing  cooking  but also respect own wishes.  No smokers  please .","Male, straight",41+ years,"I'm looking for a friendly and considerate house mate with a positive attitude to life.  Easy going, respectful and tidy.",Have a cat and dog,Non-smoker,27 October 2019 for 6 months to plus,Medium bedroom (double bed size),Shared bathroom && Built-in wardrobe && Air-conditioner && TV aerial outlet && Use of separate room && Own outdoor area && Good view or outlook,250,Without a bed,Some Bill's are inc in rent.,2 weeks,yes,excludes,"I have to dogs, a cocker spaniel and a little terrier. Both very friendly.  Also there are 2 cats m again friendly."
913721,Melbourne,2 bedrooms,Apartment,Southbank,Covered off-street,Any gender/sexuality,Pets okay,Non-smokers && Outdoors okay,18,40,"All bills are split evenly and includes, water, gas, electricity, Internet, TV/Netflix.  Roughly comes to $200.  Divided by 2 or 3 if a couple. Car space if wanted additional $65 per week.","Air-conditioning && Cable or satellite TV && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Study or office && Storage room && Balcony, patio or deck && Courtyard, garden or yard && BBQ facilities && City views && Electronic security && Elevator / Lift && Swimming pool && Gym or fitness area && Spa or hot tub","Description of the home Edge of CBD and almost right on the river home with Boxer Puppy and myself.  Three bedroom home and I am only renting out one of the two spares.  25 meter pool, gym and tennis courts all included.  Garaged car space also additional option to be rented if wanted/required.","Animals and pets && Art and culture && Bars, pubs or clubs && Business && Health and fitness && Movie goer && Music && Reading && Spirituality && Sports && Television && Travel","I am a happy, clean and and confident Management consultant who works on Collins street mon-friday during usual office hours.  I tend to walk home for lunch to walk Harvey the boxer puppy who is a lovely gentle and loving soul who will always be up for a play or a cuddle unless you ask/tell him to go relax where he will lie in his bed or go outside.  Hes well trained and obedient.","Male, straight",36 to 40 years,"Enjoy a wine, good food, social but self aware.  kind, respectful butfun would be a great balance to fit in with the puppy and i.",Have a dog,Non-smoker,27 October 2019 for 2 weeks to plus,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe && Air-conditioner && Double glazed windows && TV aerial outlet && Desk available && Use of separate room,300,With or without a bed,there is a unused study and another spare room also.,1 month,yes,excludes,Oh i've already gone there.  Harvey is awesome.  I am biased.
913744,Melbourne,3 bedrooms,House,Collingwood,Uncovered off-street,Females (gay/bi),Without a cat or dog,Non-smokers,18,40,Electric and gas cleaner including,"Air-conditioning && Living area heating && Cable or satellite TV && Broadband Internet && Clothes washer && Courtyard, garden or yard",Description of the home A beautiful 3 bedroom 1 bathroom 2 toilet  house with big beautiful quiet back yard with out door area. 5-7 minutes walk to transport.Tram 86Train Victoria Park station Bus Hoddle st Johnson st. The room is furnished Female prefer International student only This house is not a party house like to live quiet and respectful.,Music && Shopping && Sports,"Hi I'm Jane 50 yo working, living in studio  at the back of the house. I not home much either work late sometime sleep at work or family. I been looking after student for long time I make sure everyone safety and the house is clean. I  got the other 2 girl living here. Janell, 21 yo. Living inside the home. Working and study at Melbourne Uni. From New Zealand   She not home much. Emmly 23 yo study at Latrobe Uni from France. Everyone busy doing their own thing but sometimes they catch up doing things together.","Female, lesbian/bi",18 to 24 years,I looking for female friendly who can clean and tidy after themselves respect full quiet.,No cat or dog,Non-smoker && Outdoor smoker,21 November 2019 for 3 months to plus,Medium bedroom (double bed size),Shared bathroom && Wardrobe or rack && Air-conditioner && Double glazed windows && TV aerial outlet && Desk available && Good view or outlook,230,With a bed,,1 month,no,includes,
913760,Melbourne,2 bedrooms,Apartment,Coburg,Uncovered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers && Outdoors okay,18,-1,Included.,Broadband Internet,"Description of the home 58 Tram is a 5 min walk to the city, Gym, Coles, is a 3 min drive, Harvey Norman, Bunnings etc is a 5 min drive, it's very close to everything. it's an older age environment so it's very quiet, it's just far away from the city to be peaceful and close enough to get in.My name is Aj, I'm super chilled, I don't really mind who moves in, I play computer games, I dance, I go gym, I work full time.As long as you are respectful and considerate then we will get along really well.Im super social but i also like to chill when im at home.if you need anymore information please message me :)",Cooking and food && Music && Reading && Socialising && Video games,"My name is Aj, I'm super chilled, I don't really mind who moves in, I play computer games, I dance, I go gym, I work full time.As long as you are respectful and considerate then we will get along really well.Im super social but i also like to chill when im at home.if you need anymore information please message me :)","Male, straight",25 to 30 years,Friendly and easy going.,No cat or dog,Non-smoker && Outdoor smoker,27 October 2019 for 3 months to plus,Medium bedroom (double bed size),Shared bathroom && Wardrobe or rack,200,With or without a bed,,2 weeks,yes,includes,
914019,Brisbane,2 bedrooms,Apartment,Albany Creek,Uncovered off-street,Females (str),Without a cat or dog && Dogs okay,Non-smokers && Outdoors okay,18,30,Looking for $16O p/w and that’s all the bills included,"Ceiling fans && Air-conditioning && Dishwasher && Clothes washer && Clothes dryer && Courtyard, garden or yard && BBQ facilities",Description of the home Hey I live in a three bed room brand new town house its got a lock up garage and a car port close to the city and if I was to get someone to move in they would have there own bedroom with mirrored wardrobe own bathroom and its a nice little area,Animals and pets && Cars or motorbikes && Health and fitness && Socialising,I’m josh and I’m looking for someone to move into my spare room. I love getting out and meeting new people I also love spending my time on the beach I love to take my 4X4 on the beach or take my ski boat to Somerset dam tubing and wake boarding I also love spending time at home relaxing watching movies and haven’t bbqs I’m easy going and very clean and tidy person looking for a good roomie and someone that will be a friend as well. I’m about twenty mins from the city and it’s a nice quiet road with a dog Park across from me and also a swimming hole just down the path I’m a boiler maker by trade and just love making the most out of life,"Male, straight",25 to 30 years,Someone like minded easy going drama free that loves to make the most out of life and is motivated in what they do. Friends and family are important so don’t ever feel like you have to ask to have your friends over for a bbq or drinks or movie nights ect,Have a dog,Outdoor smoker,27 October 2019 for 6 months to plus,Large bedroom (queen bed size),Own bathroom && Built-in wardrobe && Ceiling fan,160,Without a bed,,Discuss,no,includes,I have one dog she’s a little French bulldog as is trained never makes any mess in the house at all
914022,Gold Coast and SE Queensland,4+ bedrooms,House,Coomera,Uncovered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,18,35,"Rent is all-inclusive (electricity, internet, water, gym, Netflix, Foxtel Now) and paid 2 weeks in advance.","Ceiling fans && Air-conditioning && Living area heating && Broadband Internet && Dishwasher && Clothes washer && Study or office && Balcony, patio or deck && Courtyard, garden or yard && Neighbourhood views && Swimming pool && Gym or fitness area && Sauna && Spa or hot tub","Description of the home Located on a hilltop within a private, gated enclave with views of the Gold Coast hinterland (Sunsets are real nice) within 10 minutes to the M1, Westfield Shopping Centre and Coomera Train Station. The house is newly constructed (as of May 2019) and includes:* 6 Bedrooms (3 occupied, 3 available)* Fully furnished communal living spaces* Large media room * 3 bathrooms (one communal, two private ensuites)* Open plan kitchen/living/dining* Undercover alfresco on ground level* Double car garage with internal access* Abundance of street parking* Ducted, zoned air-conditioning to all rooms and ceiling fans throughout* Gated complex with 24 hr drive around securityWhat you can expect from living in Coomera Waters:* Eco-friendly with 24 kms of nature trails* 24 hour on site security* 70 berth marina and waterfront tavern with IGA and restaurants* 2 residents-only recreational centres with fully equipped gyms, pools, full size tennis courts, beach volleyball, BBQs and function facilities",Cooking and food && Creative interests && Health and fitness && Music && Reading && Shopping && Socialising && Travel,"HiI'm Maddi (24) and my partner Troy (25) and I are looking for the right person to join us in our newly (May 2019) built home in the quiet Coomera Waters Estate. We currently have 2 housemates living with us - Dylan and Georgia, who both have full time jobs. We have 3 rooms to choose from including a bedroom with private ensuite. We are looking for individuals/couples who will respect the house and keep it clean & tidy as it is a brand new house. We would prefer someone aged between 20-35. There is plenty of room to park if you have a car with an option to pay additional for a garage space. If this sounds like you please contact me. We are looking for someone to move in immediately.Cheers, Maddi & Troy","Female, straight && Male, straight",18 to 24 years && 25 to 30 years,"Friendly, sociable, tidy, respectful.",No cat or dog,Non-smoker,27 October 2019 for 1 month to plus,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe && Air-conditioner && Ceiling fan && Good view or outlook,200,With or without a bed,"Generous sized bedrooms with built in wardrobes, fitted out with IKEA wardrobes.",2 weeks,yes,includes,
914372,Sydney,2 bedrooms,Apartment,Waterloo,Covered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,25,40,We will split all bills 50/50.Electricity/Water/Internet.,"Ceiling fans && Air-conditioning && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Balcony, patio or deck && Courtyard, garden or yard && BBQ facilities && Elevator / Lift && Swimming pool && Gym or fitness area","Description of the home A beautiful 2 bedroom and 2 bathroom apartment. It features a large open plan living room/kitchen with large tv, apple tv comfy lounge and kitchen has dishwasher, coffee machine, soda stream opens out onto a large balcony with bbq and entertaining table. The apartment block has a large outdoor pool and gym as well as entertaining grassy areas. There is no parking but there is always undercover parking available to rent. There is bus stop out the front that goes to the CBD. 10min walk to Green Square station.","Animals and pets && Art and culture && Bars, pubs or clubs && Cooking and food && Fashion && Health and fitness && Music && Shopping && Socialising && Television && Travel","I’m a 33 year old female that works full time for a Haircare brand, I have a cat called Baci is a beautiful and cuddly old man. My work requires me to be away around 1 to 2 nights every second week so I am looking for someone who loves animals and would be happy to feed baci when I’m not home. When I’m home I enjoy going to the gym, and being social, I do enjoy a red wine and cheese plate and love a good Netflix and chill. I am clean and tidy and respectful of others","Female, straight",31 to 35 years,I’m looking for a flatmate who is clean and tidy and has similar interests as me. Not looking for a best friend but someone to share a wine with now and then!  The house is fully furnished except for available room.,Have a cat,Non-smoker,27 October 2019 for 6 months to plus,Large bedroom (queen bed size),Own bathroom && Built-in wardrobe && Ceiling fan && Double glazed windows && TV aerial outlet && Good view or outlook,400,Without a bed,Large windows with blinds and sheer curtain.  Garden view,2 weeks,no,excludes,Baci is 13 year old chocolate Burmese he is very relaxed and friendly. Loves a tickle under his chin and always up for a chat.
914707,Melbourne,3 bedrooms,Apartment,Melbourne,Covered off-street,Any gender/sexuality,Without a cat or dog,Non-smokers,18,-1,"Electricity, Gas, Internet :)","Air-conditioning && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Balcony, patio or deck && City views && Electronic security && Elevator / Lift && Swimming pool && Gym or fitness area","Description of the home 2105/601 Little Lonsdale Street, Melbourne VIC 3000 is a Unit, with 3 bedrooms, 2 bathrooms, and 1 parking space! Wonderfully close to Flagstaff Gardens, Flagstaff Station, Coles and much more! As soon as we sign the lease, I'll also get to show you our awesome gym and pool!",Health and fitness && Movie goer && Reading && Travel && Writing,"My name is Nick, I moved to Australia about 2 years ago, fortunate to land an awesome job at my favourite company. I travelled from Denmark to Melbourne and I've been loving it ever since. I work a lot, so I'll often be at the office, and when I'm home I'll often be either at the gym, chatting with my family back home on the phone, or kicking back, watching a TV-show!","Male, straight",25 to 30 years,"I'm not picky at all, but a genuinely cheerful roomate would be awesome!",No cat or dog,Non-smoker,1 December 2019 for 6 months to plus,Small bedroom (single bed size),Shared bathroom && Wardrobe or rack && Built-in wardrobe && Good view or outlook,295,Without a bed,,1 month,no,excludes,
915652,Melbourne,2 bedrooms,Apartment,St Kilda,Uncovered off-street,Males (str) && Males (gay/bi),Without a cat or dog,Non-smokers && Outdoors okay,18,40,"Gas, Netflix, internet included in the rent. Electricity split quarterly.","Living area heating && Clothes washer && Courtyard, garden or yard","Description of the home Cute ground floor apartment on Chapel St with small courtyard/garden, good sized separate kitchen, living space with sofa (bed), Netflix, PS4 and the dog :-).  Amazing location minutes from Windsor train station and trams to the city and Richmond. The bustling Chapel St is moments away and St Kilda beach and markets 20 minutes walk away.Option to extend, I have friends visiting over Christmas and New year so will need the room for 2 weeks Dec/Jan but then it is available again.","Animals and pets && Art and culture && Bars, pubs or clubs && Computers or Internet && Cooking and food && Creative interests && Health and fitness && Movie goer && Music && Natural therapies && Personal development && Reading && Shopping && Television && Travel && Video games","I'm a 38yr old single gay male, full time professional working 9-5 in the city Mon-Thurs (Fri is usually a work from home day). I'm quite a home body and enjoy cooking (happy to cook for housemates too). I'm up and out of the house walking the dog 6.30-7.30am before getting ready and leaving the by 8am. Dog walks and gym most evenings. When at home I Netflix binge or PS4 gaming and a wine or 2 at the weekend.","Male, gay/bi",36 to 40 years,"I like a housemate who just mucks in and is considerate of another person. I'm from Manchester in the UK so good banter is a winner, if you're also from the North of England/Ireland/Scotland we're going to get along just fine (Southerners and guys from the countries above don't be put off) :-)",Have a dog,Non-smoker,27 October 2019 for 1 month to 2 months,Large bedroom (queen bed size),Shared bathroom && Wardrobe or rack && Built-in wardrobe && Ceiling fan,310,With a bed,"Fully furnished with Queen bed, bedside tables and tall boy",Discuss,yes,excludes,"Bansai, my dog, is an 18month old Staffy X Kelpie, she has heaps of energy, great in the house, loves cuddles and will play ball or tug of war in the gargen for hours. I take full responsibility for her but any housemate is welcome to take her for walks if they like to."
915653,Melbourne,2 bedrooms,Apartment,St Kilda West,Covered off-street,Females (str),Without a cat or dog,Non-smokers,36,-1,Bills included in rent,"Air-conditioning && Living area heating && Dishwasher && Clothes washer && Clothes dryer && Balcony, patio or deck && BBQ facilities && Water views && Elevator / Lift && Swimming pool","Description of the home This beachfront location is a standout! Enjoy breathtaking sunrises and sunsets overlooking St Kilda beach or walk to Albert Park Lake for amazing views of the city. The Space: This is actually my own 2 bedroom apartment which you would be sharing with me.  You would enjoy your own spacious private bedroom with TV and Wifi  and your own freshly renovated bathroom.  This resort style complex is very secure and home to a friendly bunch of people who watch out for each other.   The location is a close walk to famous St Kilda cafes/restaurants/bars. Public transport is a mere 5 minute walk giving you easy access to the city and South Melbourne market where you can taste fresh local produce, seafood, paella and other culinary delights.   You would have access to the pool and BBQ for those warm summer days.",Health and fitness && Movie goer && Shopping && Television && Travel,"Hi, I'm Sandy. I'm a professional lady who works full time as a partnerships manager. I am friendly and easy going and enjoy gym, catching up with friends and my two adult daughters (31 and 33) who live Bayside. I love where I live as it's close to everything I like to do. My gym is a 5 minute walk away at St Kilda Seabaths and Fitzroy St, Acland St and the famous Espy are within walking distance. The neighbours are friendly and always there to help if needed so the apartment block has a real community feel to it.","Female, straight",41+ years,"I'm looking for a fun, easy going, respectful, tidy and considerate flatmate to share with me. Someone who is happy to socialise over a few drinks/dinner. I'd prefer a professional person who is working full time. I think it's great to have a friendship within the home, but also respect each others space and privacy. Your friends are welcome visitors!",No cat or dog,Non-smoker,27 October 2019 for 1 week to 6 months,Large bedroom (queen bed size),Own bathroom && Built-in wardrobe && Double glazed windows,400,With a bed,"Large freshly painted bedroom with brand new furniture including TV and Wifi. Move in with your suitcase, nothing else required. Plenty of storage for longer stays.,",Discuss,yes,excludes,
915906,Sydney,3 bedrooms,Apartment,Bondi,No off-street parking,Any gender/sexuality,Pets okay,Non-smokers && Outdoors okay,25,35,Water is free. Gas and electricity are all split evenly between housemates on a quarterly basis.,"Air-conditioning && Broadband Internet && Dishwasher && Clothes washer && Clothes dryer && Storage room && Balcony, patio or deck && Courtyard, garden or yard && Neighbourhood views","Description of the home In a wide tree-lined street with Bondi Road cafes at the end of the street and walking distance to Bondi, Tamarama and Bronte Beaches sets the scene for relaxed living with great social spaces inside and out. About 200m to closest bus stop on Bondi Rd. Very clean and neat 3BR apartment on 1st floor of older building just off Bondi Rd. We have only just moved into this place and it is in great condition with all new appliances. The building seems to be nice and quiet, with storage space underneath for bikes, scooters etc. **The photos are from 1 month ago just before we moved in.","Art and culture && Bars, pubs or clubs && Cooking and food && Creative interests && Health and fitness && Music && Reading && Socialising && Sports && Television && Travel && Video games","You will be living with Nick & Fernando. We are pretty chilled out people, both busy working full time. We sometimes hang out/cook together a few nights of the week and are looking for people to add to our fun vibe whilst being considerate and respectful housemates. Hey I’m Nick, 30 years old and originally from Geelong. I work in product design usually pulling pretty long hours Mon-Fri and often travel for work. I try to live a fairly active and healthy lifestyle and am looking forward to exploring NSW beaches and bush! I am always up for a feed & drink with roommates but also need my own space from time to time. Anyone who can teach me to surf better would be favoured highly ;)Hey, i am Fernando and i am from São Paulo, Brazil. I am an easy going guy that likes to enjoy time with flatmates at the house but also always up for drinks. I am a chef in a nearby cafe and sometimes cook for everyone in the house.","Male, straight",25 to 30 years,"We are happy to live with anyone who is friendly, trustworthy, respectful and has a good sense of humour. Prefer someone we can have an occasional drink, meal and conversation with. We want a person who is financially stable and willing to contribute to the household from time to time.We consider ourselves very clean and appreciate living with people who keep communal areas tidy and always clean up after themselves.",No cat or dog,Non-smoker && Outdoor smoker,10 November 2019 for 6 months to plus,Large bedroom (queen bed size),Shared bathroom && Built-in wardrobe,350,With or without a bed,"Its a good sized room that could fit a queen size bed, not much else. The built-in wardrobes are good size and have several hanging racks, draws and shelves.  Photos are from 2 months ago, before we moved in. 1 powerpoint in room.",1 month,yes,excludes,
